Latitude	Longitude	Collisions	Street 1	Street 2
34.2083	-118.606	53	TOPANGA CANYON BL	SATICOY ST
34.1867	-118.3703	66	VINELAND AV	VICTORY BL
34.2012	-118.4487	147	SHERMAN WY	VAN NUYS BL
34.1938	-118.5884	88	DE SOTO AV	VANOWEN ST
34.0468	-118.2641	55	9TH ST	FIGUEROA ST
34.1613	-118.4486	53	VAN NUYS BL	ADDISON ST
34.0294	-118.4502	60	BUNDY DR	PICO BL
34.04	-118.2916	74	VERMONT AV	WASHINGTON BL
34.1939	-118.536	58	VANOWEN ST	RESEDA BL
34.1867	-118.4836	71	WOODLEY AV	VICTORY BL
34.0944	-118.3386	57	HIGHLAND AV	FOUNTAIN AV
34.2216	-118.4488	161	ROSCOE BL	VAN NUYS BL
34.1723	-118.5185	61	WHITE OAK AV	BURBANK BL
34.2012	-118.4706	62	SHERMAN WY	ORION AV
33.9747	-118.2871	65	FLORENCE AV	HOOVER ST
34.1937	-118.6234	81	FALLBROOK AV	VANOWEN ST
34.2084	-118.536	58	SATICOY ST	RESEDA BL
34.0689	-118.344	61	3RD ST	LA BREA AV
33.9824	-118.2827	59	GAGE AV	FIGUEROA ST
34.098	-118.3387	79	SUNSET BL	HIGHLAND AV
34.0958	-118.2862	55	SUNSET BL	FOUNTAIN AV
34.18	-118.536	77	RESEDA BL	OXNARD ST
34.0037	-118.2871	62	VERNON AV	HOOVER ST
34.2391	-118.5361	51	RESEDA BL	PRAIRIE ST
34.1937	-118.6234	57	VANOWEN ST	FALLBROOK AV
34.1867	-118.3703	90	VICTORY BL	VINELAND AV
34.2202	-118.571	117	ROSCOE BL	WINNETKA AV
34.2928	-118.4144	64	FOOTHILL BL	ARROYO ST
34.0654	-118.3091	54	WESTERN AV	5TH ST
34.1576	-118.4312	82	RIVERSIDE DR	WOODMAN AV
34.25	-118.5886	61	DE SOTO AV	LASSEN ST
34.1867	-118.4052	61	WHITSETT AV	VICTORY BL
34.1867	-118.4312	82	WOODMAN AV	VICTORY BL
34.1794	-118.4662	81	SEPULVEDA BL	OXNARD ST
34.1726	-118.5622	61	VENTURA BL	CORBIN AV
34.1529	-118.3703	75	VINELAND AV	RIVERSIDE DR
34.1636	-118.522	53	VENTURA BL	ZELZAH AV
34.1062	-118.2563	51	FLETCHER DR	RIVERSIDE DR
34.272	-118.4284	65	SAN FERNANDO RD	PAXTON ST
34.0636	-118.2916	55	6TH ST	VERMONT AV
34.1867	-118.3965	78	VICTORY BL	LAUREL CANYON BL
34.2084	-118.5099	66	SATICOY ST	LOUISE AV
34.2246	-118.5361	59	RESEDA BL	CHASE ST
34.2609	-118.5886	60	DE SOTO AV	DEVONSHIRE ST
33.931	-118.2916	51	IMPERIAL HY	VERMONT AV
34.0472	-118.309	69	WESTERN AV	PICO BL
34.2011	-118.5885	73	SHERMAN WY	DE SOTO AV
34.1685	-118.6058	57	TOPANGA CANYON BL	VENTURA BL
33.9931	-118.3308	60	CRENSHAW BL	54TH ST
34.2284	-118.4851	51	WOODLEY AV	PARTHENIA ST
34.0465	-118.4484	57	SANTA MONICA BL	SAWTELLE BL
34.201	-118.6147	53	SHERMAN WY	SHOUP AV
34.2012	-118.4723	55	SHERMAN WY	FIRMAMENT AV
34.1721	-118.4574	59	BURBANK BL	KESTER AV
34.0762	-118.3441	65	LA BREA AV	BEVERLY BL
34.1857	-118.5709	78	VICTORY BL	WINNETKA AV
34.2012	-118.5186	55	SHERMAN WY	WHITE OAK AV
34.2011	-118.536	75	RESEDA BL	SHERMAN WY
34.0037	-118.3089	58	VERNON AV	WESTERN AV
34.0908	-118.3136	65	SANTA MONICA BL	WILTON PL
34.0572	-118.3457	58	LA BREA AV	OLYMPIC BL
34.1576	-118.4923	78	VENTURA BL	HAYVENHURST AV
34.0039	-118.274	54	VERNON AV	MAIN ST
34.2283	-118.4677	55	PARTHENIA ST	SEPULVEDA BL
34.0471	-118.3762	53	LA CIENEGA BL	AIRDROME ST
34.0526	-118.3	51	OLYMPIC BL	NORMANDIE AV
33.9822	-118.287	59	GAGE AV	HOOVER ST
33.931	-118.2826	91	IMPERIAL HY	FIGUEROA ST
34.2012	-118.405	63	WHITSETT AV	SHERMAN WY
34.058	-118.2759	54	ALVARADO ST	WILSHIRE BL
34.2791	-118.4697	72	RINALDI ST	SEPULVEDA BL
34.2748	-118.5621	51	RINALDI ST	CORBIN AV
34.2083	-118.5754	54	SATICOY ST	OSO AV
34.1576	-118.3965	70	LAUREL CANYON BL	RIVERSIDE DR
34.1884	-118.5884	58	DE SOTO AV	VICTORY BL
34.0281	-118.2194	101	SOTO ST	8TH ST
34.2211	-118.5099	51	ROSCOE BL	LOUISE AV
34.098	-118.3387	79	HIGHLAND AV	SUNSET BL
33.9295	-118.2543	68	IMPERIAL HY	CENTRAL AV
34.2011	-118.5797	71	SHERMAN WY	MASON AV
34.1939	-118.4662	65	SEPULVEDA BL	VANOWEN ST
34.0501	-118.3442	76	LA BREA AV	SAN VICENTE BL
34.1939	-118.4662	108	VANOWEN ST	SEPULVEDA BL
34.1016	-118.3387	81	HIGHLAND AV	HOLLYWOOD BL
33.9905	-118.4478	101	LINCOLN BL	WASHINGTON BL
34.1831	-118.3856	53	LANKERSHIM BL	ERWIN ST
34.1042	-118.3383	72	HIGHLAND	FRANKLIN
34.1413	-118.3877	60	VENTURA BL	COLFAX AV
33.994	-118.4526	56	LINCOLN BL	VENICE BL
34.1775	-118.536	53	RESEDA BL	COLLINS ST
34.0109	-118.3089	51	MARTIN LUTHER KING JR BL	WESTERN AV
34.0399	-118.3177	59	WASHINGTON BL	ARLINGTON AV
34.1903	-118.3877	52	LANKERSHIM BL	KITTRIDGE ST
33.9747	-118.2827	71	FIGUEROA ST	FLORENCE AV
34.1867	-118.4618	51	VICTORY BL	NOBLE AV
34.1017	-118.3093	60	HOLLYWOOD BL	WESTERN AV
34.2282	-118.5885	61	DE SOTO AV	PARTHENIA ST
34.0618	-118.3004	54	NORMANDIE AV	WILSHIRE BL
34.1724	-118.536	54	BURBANK BL	RESEDA BL
34.0477	-118.4443	61	SANTA MONICA BL	SEPULVEDA BL
33.7905	-118.2811	62	PACIFIC COAST HY	FIGUEROA ST
34.25	-118.5361	53	RESEDA BL	LASSEN ST
34.2103	-118.4488	64	VAN NUYS BL	KESWICK ST
34.073	-118.3765	77	LA CIENEGA BL	3RD ST
34.1794	-118.3965	55	LAUREL CANYON BL	OXNARD ST
34.2083	-118.5798	62	SATICOY ST	MASON AV
34.1884	-118.5975	60	CANOGA AV	VICTORY BL
33.9824	-118.2827	58	FIGUEROA ST	GAGE AV
34.0618	-118.3004	52	WILSHIRE BL	NORMANDIE AV
34.0023	-118.3311	59	CRENSHAW BL	VERNON AV
34.0399	-118.2841	61	HOOVER ST	WASHINGTON BL
33.9824	-118.2739	53	MAIN ST	GAGE AV
34.1655	-118.5272	64	VENTURA BL	LINDLEY AV
34.0908	-118.3092	92	WESTERN AV	SANTA MONICA BL
33.9564	-118.309	51	WESTERN AV	89TH ST
34.25	-118.4674	63	SEPULVEDA BL	LASSEN ST
34.1615	-118.5142	53	VENTURA BL	ENCINO AV
34.2095	-118.4306	58	WOODMAN AV	SATICOY ST
33.9746	-118.2918	69	VERMONT AV	FLORENCE AV
34.2573	-118.5798	55	DEVONSHIRE ST	MASON AV
34.1867	-118.4137	64	VICTORY BL	COLDWATER CANYON AV
34.0617	-118.3091	62	WESTERN AV	WILSHIRE BL
34.0182	-118.3351	55	CRENSHAW BL	COLISEUM ST
34.0835	-118.3441	60	LA BREA AV	MELROSE AV
34.1794	-118.4312	54	WOODMAN AV	OXNARD ST
34.2573	-118.5541	58	TAMPA AV	DEVONSHIRE ST
34.2573	-118.5361	97	RESEDA BL	DEVONSHIRE ST
34.1938	-118.5623	59	VANOWEN ST	CORBIN AV
34.2353	-118.4404	72	WOODMAN AV	OSBORNE ST
33.9599	-118.3962	61	SEPULVEDA BL	MANCHESTER AV
34.0534	-118.2409	51	LOS ANGELES ST	TEMPLE ST
34.0981	-118.318	61	SUNSET BL	VAN NESS AV
33.7895	-118.3076	64	PACIFIC COAST HY	WESTERN AV
34.02	-118.2395	57	ALAMEDA ST	WASHINGTON BL
33.96	-118.309	59	WESTERN AV	MANCHESTER AV
34.2357	-118.4938	56	NORDHOFF ST	HAYVENHURST AV
34.1593	-118.5011	56	VENTURA BL	BALBOA BL
34.0373	-118.3774	59	LA CIENEGA BL	DAVID AV
34.2214	-118.4731	56	ROSCOE BL	SAN DIEGO FY
34.194	-118.4312	95	VANOWEN ST	WOODMAN AV
34.1684	-118.3965	53	LAUREL CANYON BL	CHANDLER BL
34.1867	-118.3878	60	LANKERSHIM BL	VICTORY BL
33.9746	-118.309	71	WESTERN AV	FLORENCE AV
34.1939	-118.44	61	VANOWEN ST	HAZELTINE AV
34.098	-118.3267	53	VINE ST	SUNSET BL
34.25	-118.6061	58	TOPANGA CANYON BL	LASSEN ST
34.0839	-118.2224	52	AVENUE 26	FIGUEROA ST
34.0277	-118.2574	62	SAN PEDRO ST	WASHINGTON BL
34.0433	-118.2841	58	HOOVER ST	VENICE BL
34.0762	-118.3386	56	HIGHLAND AV	BEVERLY BL
34.1649	-118.379	57	MAGNOLIA BL	TUJUNGA AV
34.2572	-118.6061	75	TOPANGA CANYON BL	DEVONSHIRE ST
34.2677	-118.4051	59	GLENOAKS BL	OSBORNE ST
34.0382	-118.4412	51	SAWTELLE BL	OLYMPIC BL
34.0267	-118.1985	64	WHITTIER BL	LORENA ST
34.1867	-118.3965	61	LAUREL CANYON BL	VICTORY BL
34.0515	-118.3667	60	FAIRFAX AV	PICO BL
34.1722	-118.3965	58	LAUREL CANYON BL	BURBANK BL
34.172	-118.5882	86	DE SOTO AV	BURBANK BL
34.2214	-118.4837	57	ROSCOE BL	WOODLEY AV
34.0406	-118.2117	56	SOTO ST	4TH ST
34.1866	-118.536	69	RESEDA BL	VICTORY BL
34.0508	-118.2916	70	VERMONT AV	11TH ST
33.9283	-118.2739	61	CENTURY BL	MAIN ST
34.0039	-118.2565	54	VERNON AV	CENTRAL AV
34.0737	-118.3091	75	WESTERN AV	1ST ST
34.2228	-118.5536	69	TAMPA AV	ROSCOE BL
34.2285	-118.5026	73	BALBOA BL	PARTHENIA ST
34.0632	-118.3614	64	WILSHIRE BL	FAIRFAX AV
34.1866	-118.5185	68	VICTORY BL	WHITE OAK AV
34.1867	-118.4137	53	COLDWATER CANYON AV	VICTORY BL
34.2793	-118.5021	54	RINALDI ST	BALBOA BL
34.0835	-118.3135	53	MELROSE AV	WILTON PL
34.2356	-118.4851	86	NORDHOFF ST	WOODLEY AV
34.1829	-118.5975	64	CANOGA AV	ERWIN ST
34.0447	-118.3284	83	CRENSHAW BL	VENICE BL
34.0267	-118.3721	51	LA CIENEGA BL	JEFFERSON BL
34.2197	-118.606	60	ROSCOE BL	TOPANGA CANYON BL
34.1758	-118.4662	75	SEPULVEDA BL	HATTERAS ST
34.1626	-118.6308	51	VENTURA BL	WOODLAKE AV
34.1867	-118.4225	69	VICTORY BL	FULTON AV
33.931	-118.2739	103	IMPERIAL HY	MAIN ST
34.0173	-118.22	51	WASHINGTON BL	SOTO ST
34.1577	-118.3703	54	LANKERSHIM BL	CAMARILLO ST
34.2968	-118.4422	65	HUBBARD ST	GLENOAKS BL
34.0146	-118.3351	52	CRENSHAW BL	39TH ST
34.2428	-118.5579	53	PLUMMER ST	SHIRLEY AV
34.2797	-118.418	57	GLENOAKS BL	PAXTON ST
34.0112	-118.2827	56	MARTIN LUTHER KING JR BL	FIGUEROA ST
34.1866	-118.5622	53	VICTORY BL	CORBIN AV
34.1938	-118.6059	51	VANOWEN ST	TOPANGA CANYON BL
34.1149	-118.2458	59	SAN FERNANDO RD	FLETCHER DR
